Site_1Year2009
1	3.3	-7.2	0.0	5.69	12.66	67.96
2	0.6	-7.8	0.0	3.64	12.65	70.5
3	2.8	-8.3	0.0	4.43	12.79	77.09
4	1.1	-10.0	0.05	3.18	12.83	73.79
5	7.8	-1.7	0.0	4.43	13.05	93.07
6	-0.6	-8.3	0.0	2.36	13.0	67.72
7	-2.2	-7.8	0.0	2.97	13.09	81.22
8	-0.6	-6.7	0.13	5.07	13.16	88.97
9	-5.6	-10.0	0.0	5.65	13.33	83.76
10	-3.3	-7.2	0.45999999999999996	2.75	13.42	88.45
11	-2.2	-8.3	0.38	4.59	13.57	91.53
12	-3.9	-12.2	0.36	2.02	13.63	87.85
13	0.0	-7.8	0.03	2.31	13.7	89.76
14	1.1	-16.1	0.51	5.01	13.97	90.09
15	-10.6	-18.3	1.45	2.62	13.92	81.85
16	-15.6	-25.0	0.0	4.06	14.22	79.38
17	-17.2	-26.7	0.0	4.23	14.31	78.13
18	-1.1	-21.1	0.13	5.66	14.33	94.89
19	-2.8	-15.0	0.0	3.83	14.66	82.96
20	-8.9	-15.6	0.0	2.26	14.8	85.26
21	-9.4	-19.4	0.0	2.71	14.85	83.18
22	-4.4	-19.4	0.0	4.1	15.02	86.97
23	2.2	-6.1	0.0	3.11	15.27	93.53
24	5.6	-2.8	0.0	5.08	15.25	90.29
25	-2.2	-12.8	0.0	3.12	15.44	72.82
26	-9.4	-14.4	0.0	2.37	15.67	78.12
27	-7.8	-13.3	0.0	1.14	15.76	72.95
28	-6.1	-9.4	0.0	2.33	16.02	82.77
29	-6.1	-13.9	1.4	3.69	16.26	88.83
30	-3.3	-13.3	0.0	5.38	16.33	91.87
31	-5.0	-15.6	0.0	4.73	16.58	82.02
32	1.7	-20.0	0.0	5.61	16.63	96.23
33	4.4	-1.1	0.0	4.1	17.02	86.08
34	0.6	-10.6	0.0	3.03	17.16	84.38
35	-5.6	-15.0	0.03	3.01	17.25	81.31
36	-9.4	-18.9	0.0	3.87	17.41	72.95
37	-6.1	-21.1	0.0	3.08	17.77	80.37
38	6.1	-9.4	0.0	2.93	17.98	97.02
39	10.0	6.1	0.0	7.3	18.31	98.51
40	8.3	-3.3	0.0	2.09	18.23	82.77
41	10.6	-5.6	0.0	3.38	18.37	93.01
42	15.0	8.9	0.03	6.38	18.68	91.87
43	13.3	3.3	3.56	7.67	19.03	93.52
44	7.2	1.1	0.51	7.77	19.19	76.25
45	5.6	-2.2	0.0	2.44	19.45	78.05
46	0.6	-1.7	0.03	2.4	19.7	86.99
47	1.1	-5.0	0.0	2.45	19.93	77.55
48	1.1	-6.1	0.0	1.83	20.33	72.42
49	5.6	-6.1	0.0	4.27	20.12	72.54
50	8.3	0.6	0.25	4.66	20.58	94.3
51	0.6	-8.9	0.0	7.36	20.85	66.33
52	-2.8	-10.0	0.64	3.52	21.24	68.43
53	1.1	-10.0	0.41	6.37	21.36	80.81
54	-2.2	-8.3	0.0	5.98	21.69	77.18
55	-2.8	-12.2	0.0	2.56	21.54	75.09
56	0.6	-12.8	0.0	2.73	21.89	72.2
57	12.2	-2.2	0.0	4.23	22.56	81.47
58	13.3	4.4	0.0	4.07	22.47	97.48
59	13.9	-3.3	0.0	6.33	22.67	88.11
60	-3.3	-10.0	0.0	4.53	22.69	67.69
61	-0.6	-10.6	0.0	5.39	23.43	66.47
62	-5.6	-13.3	0.0	4.3	23.17	66.99
63	-2.8	-15.6	0.0	0.97	23.8	63.73
64	4.4	-9.4	0.0	2.07	23.85	64.99
65	15.6	-1.1	0.0	6.24	24.41	88.98
66	17.8	11.7	0.13	5.27	24.82	90.23
67	21.1	10.6	3.6100000000000003	3.77	24.88	98.63
68	16.7	5.0	3.56	5.76	25.23	95.62
69	8.3	1.7	0.0	3.6	25.16	80.49
70	18.9	2.8	0.0	5.08	25.64	100.0
71	18.3	-1.7	2.92	6.73	25.73	72.19
72	-1.1	-5.6	0.0	2.23	26.5	69.39
73	3.3	-7.2	0.0	1.41	26.44	66.14
74	8.9	-5.6	0.0	1.39	26.86	68.39
75	14.4	-3.9	0.0	2.13	27.0	66.17
76	16.1	-1.7	0.0	1.55	27.61	72.37
77	21.1	-0.6	0.0	3.57	27.26	77.47
78	18.9	7.2	0.2	2.86	27.98	85.31
79	11.1	-1.7	0.0	4.0	28.53	70.7
80	5.6	-7.2	0.0	2.1	28.89	69.28
81	12.2	-5.6	0.0	1.57	28.64	66.97
82	16.1	-2.2	0.0	2.17	28.83	69.75
83	11.7	-2.2	0.0	4.64	28.78	70.26
84	17.2	0.0	0.0	5.65	29.33	74.87
85	15.0	7.2	0.25	5.05	29.41	89.74
86	12.8	3.3	0.0	1.53	29.96	74.98
87	14.4	-0.6	0.0	1.23	29.72	74.74
88	12.8	-0.6	0.64	4.85	29.95	89.8
89	8.9	0.6	0.0	6.6	30.44	86.15
90	10.6	-0.6	0.0	2.82	31.33	73.28
91	15.6	0.6	0.0	5.06	30.73	82.11
92	14.4	3.3	0.0	4.76	31.84	67.63
93	20.0	3.9	0.86	3.48	31.82	75.84
94	16.1	1.1	0.0	6.21	31.78	89.01
95	11.7	-0.6	0.0	3.53	32.16	74.73
96	13.3	1.1	3.35	4.81	32.16	82.1
97	3.9	0.0	0.0	5.74	32.37	85.32
98	3.3	-1.7	0.0	5.09	32.75	76.19
99	11.7	-1.1	0.0	3.12	32.05	67.55
100	15.6	-0.6	0.0	2.22	32.25	65.98
101	7.2	3.3	0.0	4.4	33.2	84.5
102	15.0	-1.7	0.0	3.45	33.15	69.1
103	11.1	-4.4	0.0	3.03	33.65	66.37
104	6.1	1.1	2.2399999999999998	5.29	33.97	86.57
105	7.8	1.1	0.53	2.96	34.27	92.05
106	7.8	3.3	0.0	3.43	34.12	88.37
107	16.7	-1.1	0.0	2.03	34.5	67.01
108	20.6	0.6	0.0	0.9	33.95	53.04
109	23.3	2.8	0.0	2.08	35.13	67.07
110	15.6	8.9	1.02	2.87	35.14	84.73
111	13.9	5.6	0.76	4.13	35.32	91.18
112	10.0	3.3	0.0	5.23	35.21	83.24
113	13.9	2.8	0.0	4.37	35.75	73.89
114	17.2	-0.6	0.0	1.96	36.57	63.72
115	28.9	12.8	0.0	5.75	35.56	77.75
116	29.4	17.8	0.0	5.14	36.96	83.13
117	29.4	17.8	0.0	4.09	36.85	77.77
118	28.3	19.4	0.0	5.33	36.5	76.07
119	21.1	7.2	1.19	3.86	37.29	89.19
120	13.3	7.8	0.05	3.68	37.29	87.2
121	20.0	8.3	1.75	4.89	37.64	93.98
122	21.7	8.9	0.0	3.7	37.85	83.54
123	17.8	4.4	0.3	2.36	37.2	67.43
124	19.4	6.1	0.0	1.14	38.6	61.52
125	20.6	7.2	0.0	3.18	37.62	68.11
126	20.6	5.6	0.0	2.28	37.94	76.08
127	20.0	6.1	0.0	1.9	38.68	84.8
128	20.0	5.0	0.22999999999999998	2.89	38.67	89.43
129	21.7	13.3	2.59	1.24	38.5	82.45
130	17.2	8.3	0.25	5.04	38.5	82.83
131	18.3	5.6	0.0	2.76	39.1	77.96
132	17.8	6.7	0.0	2.64	38.62	68.95
133	18.9	3.3	0.0	1.75	39.42	60.38
134	18.3	9.4	3.12	5.3	39.21	90.55
135	22.2	11.7	0.0	4.93	39.65	68.85
136	24.4	6.7	0.0	2.48	39.19	75.04
137	21.7	8.3	0.08	5.22	39.8	81.18
138	16.1	2.8	0.0	3.46	39.71	60.27
139	18.3	2.2	0.0	1.49	40.26	58.6
140	23.9	9.4	0.0	2.9	39.3	63.13
141	28.3	10.0	0.0	2.83	39.63	62.28
142	29.4	12.2	0.0	2.98	40.47	71.38
143	23.9	13.3	0.0	2.53	40.32	74.32
144	29.4	10.6	0.0	1.2	40.72	71.71
145	27.2	16.1	0.0	2.63	40.7	76.77
146	23.3	13.3	0.0	4.46	40.58	63.71
147	28.9	13.9	0.0	2.33	40.73	84.13
148	28.9	19.4	0.0	3.12	41.26	88.26
149	23.3	13.9	0.48	2.73	41.24	88.27
150	26.1	11.7	0.0	3.27	40.09	75.09
151	24.4	8.9	0.0	2.33	40.32	64.61
152	21.7	8.9	0.0	2.38	40.05	61.07
153	28.9	12.2	1.35	3.33	41.47	86.52
154	18.9	12.2	1.02	2.26	41.57	79.57
155	14.4	8.9	0.38	1.97	41.21	83.23
156	18.9	6.1	0.0	2.58	41.86	65.03
157	23.3	5.6	0.0	1.67	41.21	60.04
158	27.2	11.1	0.0	1.91	41.45	73.93
159	28.3	17.8	0.0	2.27	41.6	78.33
160	28.3	16.7	0.0	3.71	41.79	85.13
161	26.1	15.6	0.0	2.66	41.9	78.4
162	21.7	13.9	0.45999999999999996	1.71	41.53	86.13
163	22.8	15.6	0.64	1.92	41.41	90.99
164	23.3	12.8	0.0	2.29	41.06	69.4
165	23.3	11.1	0.0	1.39	41.57	71.37
166	26.1	11.1	0.0	1.29	41.0	77.3
167	26.7	12.8	0.0	1.85	41.52	69.65
168	27.2	13.3	0.0	3.11	41.61	72.83
169	28.3	17.8	0.51	3.23	41.33	83.51
170	27.2	15.0	0.0	1.51	41.83	80.0
171	30.6	19.4	2.79	2.81	41.93	89.71
172	29.4	21.1	0.0	4.42	42.33	78.65
173	29.4	16.7	0.0	1.72	42.04	77.01
174	28.3	15.6	0.0	1.58	42.11	77.81
175	30.0	16.1	0.0	1.06	42.55	69.48
176	33.3	16.1	0.0	0.91	41.3	71.19
177	34.4	21.7	0.38	1.69	41.5	79.76
178	30.6	19.4	0.0	2.07	41.33	75.8
179	28.9	15.0	0.0	1.61	42.0	70.4
180	28.9	18.3	0.0	3.83	42.5	70.47
181	26.1	15.0	0.0	3.97	41.35	71.55
182	22.8	16.7	0.0	3.4	41.4	76.88
183	22.2	13.9	0.0	1.98	41.8	78.81
184	20.0	12.8	0.0	3.0	41.53	80.98
185	25.0	13.9	0.0	2.84	41.13	78.72
186	22.8	11.7	0.0	0.77	41.71	70.89
187	27.8	14.4	0.0	1.36	41.26	71.8
188	28.3	12.8	0.0	2.28	41.14	69.08
189	26.1	14.4	0.0	2.63	42.21	65.32
190	26.1	10.6	0.0	1.62	41.1	66.99
191	27.2	15.0	0.0	1.96	41.36	66.25
192	27.8	13.9	0.0	2.25	40.55	71.05
193	28.9	17.2	1.27	3.19	40.76	84.72
194	26.7	14.4	0.0	2.2	40.05	66.87
195	26.7	10.6	0.0	2.21	41.0	60.94
196	25.0	9.4	0.0	1.33	41.48	55.16
197	28.3	16.1	0.0	3.2	41.03	75.74
198	28.3	18.3	0.0	3.2	40.35	68.05
199	23.9	14.4	0.0	2.91	40.67	74.09
200	23.3	13.9	0.0	2.54	40.88	72.66
201	24.4	10.0	0.74	0.86	39.72	66.55
202	26.7	12.8	0.0	1.22	40.0	62.41
203	26.7	12.8	0.03	1.3	39.96	66.22
204	20.0	16.7	1.02	2.08	39.9	84.29
205	26.1	16.7	0.03	2.29	39.72	78.09
206	27.8	13.9	0.0	2.2	40.22	74.4
207	25.6	18.3	0.05	4.0	39.19	74.9
208	26.7	15.6	0.0	3.21	40.03	71.98
209	28.3	14.4	0.0	2.28	39.8	70.48
210	30.0	18.9	1.3699999999999999	2.87	39.13	77.02
211	26.1	17.8	0.25	1.71	38.92	78.82
212	26.7	13.3	0.0	1.14	39.63	64.9
213	26.7	16.1	0.0	2.06	38.64	65.19
214	27.2	14.4	0.1	2.48	38.92	67.6
215	25.0	14.4	0.0	2.41	39.41	64.62
216	27.8	12.8	0.0	3.69	39.09	60.29
217	26.7	19.4	0.0	2.8	37.97	74.43
218	26.7	16.1	0.0	2.02	38.26	56.72
219	26.7	11.7	0.0	1.97	38.7	54.26
220	26.1	12.2	0.0	0.96	38.09	60.66
221	29.4	17.2	0.0	3.68	37.6	80.51
222	33.9	22.8	0.0	4.28	37.0	71.39
223	32.8	21.7	0.0	3.24	37.17	73.45
224	30.0	18.9	0.08	2.03	37.21	72.39
225	27.8	16.1	0.0	1.68	36.52	66.67
226	29.4	12.8	0.0	1.0	37.04	60.08
227	31.1	13.9	0.0	0.96	36.31	54.46
228	31.7	15.6	0.0	1.37	36.29	57.4
229	33.9	20.6	0.0	3.04	36.59	64.81
230	30.6	20.6	1.6800000000000002	3.33	36.04	78.41
231	29.4	19.4	0.0	2.61	36.29	79.44
232	29.4	18.9	0.51	1.8	35.12	70.61
233	28.9	19.4	0.0	4.67	35.61	80.61
234	26.7	18.3	0.0	3.95	35.62	71.9
235	20.6	15.6	0.0	2.45	34.98	76.72
236	22.8	13.3	0.08	1.52	35.21	75.5
237	25.6	13.9	0.0	0.88	34.96	66.78
238	27.8	11.7	0.0	1.97	33.75	68.48
239	28.3	16.1	0.0	2.31	34.09	82.3
240	22.8	14.4	0.0	2.23	34.27	79.49
241	25.6	15.0	2.29	2.13	33.63	89.61
242	23.3	12.8	0.0	3.48	34.13	74.63
243	20.6	9.4	0.0	2.68	34.04	68.67
244	22.8	6.1	0.0	1.11	32.72	63.02
245	22.8	5.6	0.0	1.61	32.92	59.15
246	25.6	6.1	0.0	1.86	32.58	61.68
247	26.1	7.8	0.0	1.32	32.61	63.41
248	26.7	8.9	0.0	1.17	32.17	62.47
249	26.7	7.8	0.0	1.26	32.82	59.22
250	27.8	10.0	0.0	1.46	31.57	61.2
251	22.8	16.1	1.5699999999999998	1.36	31.68	83.69
252	24.4	16.1	0.03	1.82	31.31	86.98
253	27.2	16.7	0.0	2.37	31.07	74.21
254	26.7	11.7	0.0	2.39	30.5	67.13
255	25.6	10.6	0.0	1.82	30.29	62.5
256	25.0	6.7	0.0	1.47	30.65	61.67
257	26.7	7.2	0.0	1.35	31.11	63.16
258	28.9	12.8	0.0	1.66	29.5	66.03
259	28.9	13.9	0.0	1.99	29.48	70.42
260	23.9	10.0	0.0	3.54	29.45	63.73
261	24.4	6.1	0.0	1.86	28.83	64.8
262	25.6	5.0	0.0	1.81	28.75	62.08
263	23.9	6.7	0.0	2.36	29.05	55.13
264	26.7	7.8	0.41	2.79	28.8	75.64
265	27.8	20.0	0.1	3.05	28.77	85.85
266	28.9	20.0	0.0	2.39	28.0	78.65
267	26.1	18.3	2.6399999999999997	1.94	28.27	80.17
268	22.8	15.6	0.0	1.9	27.84	76.09
269	23.3	12.8	0.0	3.18	27.59	64.09
