0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0.8127256035804749,0.4156668186187744,0.42340561747550964,0.28255829215049744,0.3602321445941925,0.34499138593673706,0.35020768642425537,0.7678630352020264,0.966310977935791,0.0551336407661438,0.5458123683929443,0.45203930139541626,0.9159066677093506,0.7151310443878174,0.8860853910446167,0.7008843421936035,0.39064791798591614,0.11431731283664703,0.8183536529541016,0.4557923376560211,0.17861951887607574,0.7486346960067749,0.8767743706703186,0.7992247343063354,0.10253816097974777,0.4728528559207916,0.05026598647236824,0.8230392932891846,0.825015664100647,0.4119706451892853,0.7650262713432312,0.8917493224143982,0.5978180766105652,0.675509512424469
0.026789480820298195,0.8804408311843872,0.7033869624137878,0.6936976909637451,0.9808110594749451,0.5592601299285889,0.8389068841934204,0.3908611834049225,0.02795710600912571,0.8769059181213379,0.37889355421066284,0.8927611708641052,0.4819011390209198,0.20791594684123993,0.2628933787345886,0.36037003993988037,0.860752522945404,0.5154749155044556,0.07196822017431259,0.9544165730476379,0.9415573477745056,0.11263926327228546,0.08065870404243469,0.2586934268474579,0.9092596769332886,0.9186524748802185,0.701511561870575,0.4205823242664337,0.2195691615343094,0.809878945350647,0.13425754010677338,0.34513774514198303,0.30215996503829956,0.4241750240325928
0.33430731296539307,0.23794806003570557,0.1154041513800621,0.09305282682180405,0.5482574701309204,0.9236348271369934,0.2149244248867035,0.18095119297504425,0.36256375908851624,0.588373601436615,0.06703882664442062,0.7325575947761536,0.6139518022537231,0.9844313859939575,0.12487474083900452,0.8553082346916199,0.7467768788337708,0.40129315853118896,0.42970895767211914,0.10138390958309174,0.35047855973243713,0.37123245000839233,0.7494330406188965,0.5345255732536316,0.4366273880004883,0.7357534170150757,0.41893911361694336,0.12652119994163513,0.5896283388137817,0.5713886618614197,0.6274744868278503,0.516407310962677,0.8542400002479553,0.06076609715819359
0.5126998424530029,0.7183780670166016,0.7734111547470093,0.9299598932266235,0.16975180804729462,0.2306157648563385,0.7202285528182983,0.5578464865684509,0.6742085814476013,0.4726332128047943,0.9782106876373291,0.1747400164604187,0.047103334218263626,0.4928073287010193,0.743855357170105,0.21034842729568481,0.0291596669703722,0.9689775705337524,0.6760631799697876,0.5978718996047974,0.519700288772583,0.9862440824508667,0.29310017824172974,0.025252293795347214,0.6141969561576843,0.18155644834041595,0.8299542665481567,0.5995222330093384,0.49195045232772827,0.20465603470802307,0.25446105003356934,0.21923981606960297,0.05858950689435005,0.8123602271080017
0.663131594657898,0.05617386847734451,0.532534122467041,0.8640015125274658,0.06180749088525772,0.41272562742233276,0.11873464286327362,0.03841959685087204,0.4895262122154236,0.8503106832504272,0.182176873087883,0.03957592695951462,0.6659001708030701,0.0307011678814888,0.5858981013298035,0.12099314481019974,0.1522872895002365,0.8601356148719788,0.2532211244106293,0.26641011238098145,0.03450067713856697,0.5796719789505005,0.5813822150230408,0.12634243071079254,0.7169356942176819,0.5370491147041321,0.2724769711494446,0.27209314703941345,0.9199753999710083,0.31297239661216736,0.5512414574623108,0.8281233310699463,0.14562790095806122,0.16736701130867004
0.49645376205444336,0.5211923718452454,0.3130081593990326,0.14423592388629913,0.6601085066795349,0.7454006671905518,0.5664183497428894,0.6612555980682373,0.5511705279350281,0.2179592102766037,0.7730457782745361,0.6135636568069458,0.23189415037631989,0.5233024954795837,0.2047107219696045,0.944663405418396,0.6197439432144165,0.25982803106307983,0.5146487355232239,0.7686938047409058,0.829695463180542,0.21518008410930634,0.37510988116264343,0.6834678649902344,0.2712986469268799,0.1068745031952858,0.9786599278450012,0.9872759580612183,0.0019850293174386024,0.9618552327156067,0.4241996109485626,0.4372061789035797,0.9417590498924255,0.9165055155754089
0.17323477566242218,0.34720462560653687,0.9755138754844666,0.5103875398635864,0.873781681060791,0.8653934597969055,0.4405381381511688,0.8870487809181213,0.8393752574920654,0.25462988018989563,0.7038581371307373,0.7580810785293579,0.8639416098594666,0.3000096082687378,0.409620076417923,0.46632736921310425,0.9914708137512207,0.6554123759269714,0.998746931552887,0.16177280247211456,0.48767077922821045,0.45622166991233826,0.7948594093322754,0.3910016119480133,0.7595237493515015,0.2975269556045532,0.13331125676631927,0.7166581153869629,0.6807609796524048,0.6686798334121704,0.9312248826026917,0.7012486457824707,0.4018896222114563,0.5379789471626282
0.9787059426307678,0.8278781771659851,0.13205163180828094,0.48210662603378296,0.47116726636886597,0.042733803391456604,0.9985764622688293,0.2638010084629059,0.1510218381881714,0.6847948431968689,0.37288638949394226,0.3325613737106323,0.2970926761627197,0.808201014995575,0.7862297892570496,0.5949271321296692,0.2716493010520935,0.22456103563308716,0.23728924989700317,0.6624085307121277,0.6265273690223694,0.8426758050918579,0.24868221580982208,0.9168841242790222,0.18961971998214722,0.8673489093780518,0.6148809194564819,0.0563829205930233,0.270626962184906,0.05096885934472084,0.06205273047089577,0.0608876571059227,0.6980436444282532,0.2880930006504059
0.9065545201301575,0.1540667563676834,0.9026560187339783,0.21860924363136292,0.9318888187408447,0.1750783771276474,0.028176531195640564,0.06270156800746918,0.4319577217102051,0.38595977425575256,0.3047528564929962,0.38736552000045776,0.17635712027549744,0.32139021158218384,0.04280418902635574,0.019432079046964645,0.6658475995063782,0.89151930809021,0.3296615183353424,0.02627001702785492,0.08908446133136749,0.15427018702030182,0.8173841834068298,0.24475453794002533,0.32900065183639526,0.38239526748657227,0.6324667930603027,0.9353779554367065,0.07722705602645874,0.7030981183052063,0.6051026582717896,0.16311635076999664,0.5011802315711975,0.2364659309387207
0.24521736800670624,0.6737880110740662,0.24757499992847443,0.8055009841918945,0.2880554497241974,0.9830794930458069,0.532520055770874,0.6897108554840088,0.6205576658248901,0.5495543479919434,0.6455268859863281,0.953510582447052,0.7343860864639282,0.8141716718673706,0.669672966003418,0.921228289604187,0.07103323936462402,0.47874948382377625,0.591670036315918,0.5244719982147217,0.790982723236084,0.5158258080482483,0.14676395058631897,0.6876295804977417,0.651423454284668,0.9522174596786499,0.11964618414640427,0.33760201930999756,0.9717514514923096,0.08540230989456177,0.4821539521217346,0.5852453112602234,0.32857662439346313,0.9880607724189758
